fold,fold_count,inst,count,proportion
1,1767,AcousticBass,18,0.010186757215619695
1,1767,AcousticGrandPiano,10,0.005659309564233164
1,1767,AcousticGuitar(nylon),18,0.010186757215619695
1,1767,AcousticGuitar(steel),20,0.011318619128466328
1,1767,AltoSax,18,0.010186757215619695
1,1767,Bagpipe,24,0.013582342954159592
1,1767,Banjo,24,0.013582342954159592
1,1767,BaritoneSax,15,0.008488964346349746
1,1767,Bassoon,21,0.011884550084889645
1,1767,BlownBottle,19,0.010752688172043012
1,1767,BrassSection,21,0.011884550084889645
1,1767,BrightAcousticPiano,29,0.016411997736276177
1,1767,Cello,20,0.011318619128466328
1,1767,ChoirAahs,20,0.011318619128466328
1,1767,ChurchOrgan,17,0.009620826259196379
1,1767,Clarinet,18,0.010186757215619695
1,1767,Clavinet,12,0.006791171477079796
1,1767,Contrabass,13,0.007357102433503113
1,1767,DistortionGuitar,18,0.010186757215619695
1,1767,DrawbarOrgan,27,0.015280135823429542
1,1767,Dulcimer,21,0.011884550084889645
1,1767,ElectricBass(finger),22,0.012450481041312961
1,1767,ElectricBass(pick),31,0.01754385964912281
1,1767,ElectricGrandPiano,23,0.013016411997736278
1,1767,ElectricGuitar(clean),19,0.010752688172043012
1,1767,ElectricGuitar(jazz),12,0.006791171477079796
1,1767,ElectricGuitar(muted),16,0.009054895302773062
1,1767,ElectricPiano1,19,0.010752688172043012
1,1767,ElectricPiano2,25,0.014148273910582909
1,1767,EnglishHorn,20,0.011318619128466328
1,1767,Fiddle,34,0.019241652518392757
1,1767,Flute,23,0.013016411997736278
1,1767,FrenchHorn,16,0.009054895302773062
1,1767,FretlessBass,17,0.009620826259196379
1,1767,Harpsichord,26,0.014714204867006225
1,1767,Honky-tonkPiano,23,0.013016411997736278
1,1767,Kalimba,18,0.010186757215619695
1,1767,Koto,17,0.009620826259196379
1,1767,Lead1(square),22,0.012450481041312961
1,1767,Lead2(sawtooth),18,0.010186757215619695
1,1767,Lead3(calliope),22,0.012450481041312961
1,1767,Lead4(chiff),16,0.009054895302773062
1,1767,Lead5(charang),21,0.011884550084889645
1,1767,Lead6(voice),19,0.010752688172043012
1,1767,Lead8(bass+lead),15,0.008488964346349746
1,1767,Marimba,21,0.011884550084889645
1,1767,MusicBox,25,0.014148273910582909
1,1767,MutedTrumpet,24,0.013582342954159592
1,1767,Oboe,14,0.00792303338992643
1,1767,Ocarina,16,0.009054895302773062
1,1767,OrchestralHarp,21,0.011884550084889645
1,1767,OverdrivenGuitar,14,0.00792303338992643
1,1767,Pad1(newage),19,0.010752688172043012
1,1767,Pad2(warm),22,0.012450481041312961
1,1767,Pad3(polysynth),17,0.009620826259196379
1,1767,Pad4(choir),19,0.010752688172043012
1,1767,Pad5(bowed),14,0.00792303338992643
1,1767,Pad6(metallic),20,0.011318619128466328
1,1767,Pad7(halo),12,0.006791171477079796
1,1767,Pad8(sweep),15,0.008488964346349746
1,1767,PanFlute,23,0.013016411997736278
1,1767,PercussiveOrgan,22,0.012450481041312961
1,1767,Piccolo,22,0.012450481041312961
1,1767,PizzicatoStrings,16,0.009054895302773062
1,1767,Recorder,26,0.014714204867006225
1,1767,ReedOrgan,14,0.00792303338992643
1,1767,RockOrgan,16,0.009054895302773062
1,1767,Shamisen,13,0.007357102433503113
1,1767,Shanai,13,0.007357102433503113
1,1767,Sitar,12,0.006791171477079796
1,1767,SlapBass1,15,0.008488964346349746
1,1767,SlapBass2,14,0.00792303338992643
1,1767,SopranoSax,24,0.013582342954159592
1,1767,StringEnsemble1,22,0.012450481041312961
1,1767,StringEnsemble2,20,0.011318619128466328
1,1767,SynthBass1,14,0.00792303338992643
1,1767,SynthBass2,16,0.009054895302773062
1,1767,SynthBrass1,23,0.013016411997736278
1,1767,SynthBrass2,17,0.009620826259196379
1,1767,SynthStrings1,16,0.009054895302773062
1,1767,SynthStrings2,19,0.010752688172043012
1,1767,SynthVoice,23,0.013016411997736278
1,1767,TenorSax,17,0.009620826259196379
1,1767,TremoloStrings,20,0.011318619128466328
1,1767,Trombone,15,0.008488964346349746
1,1767,Trumpet,18,0.010186757215619695
1,1767,Tuba,18,0.010186757215619695
1,1767,Vibraphone,18,0.010186757215619695
1,1767,Viola,25,0.014148273910582909
1,1767,Violin,32,0.018109790605546124
1,1767,VoiceOohs,12,0.006791171477079796
1,1767,Xylophone,22,0.012450481041312961
2,1767,AcousticBass,14,0.00792303338992643
2,1767,AcousticGrandPiano,17,0.009620826259196379
2,1767,AcousticGuitar(nylon),15,0.008488964346349746
2,1767,AcousticGuitar(steel),19,0.010752688172043012
2,1767,AltoSax,20,0.011318619128466328
2,1767,Bagpipe,25,0.014148273910582909
2,1767,Banjo,14,0.00792303338992643
2,1767,BaritoneSax,21,0.011884550084889645
2,1767,Bassoon,20,0.011318619128466328
2,1767,BlownBottle,22,0.012450481041312961
2,1767,BrassSection,18,0.010186757215619695
2,1767,BrightAcousticPiano,21,0.011884550084889645
2,1767,Cello,21,0.011884550084889645
2,1767,ChoirAahs,16,0.009054895302773062
2,1767,ChurchOrgan,15,0.008488964346349746
2,1767,Clarinet,9,0.0050933786078098476
2,1767,Clavinet,17,0.009620826259196379
2,1767,Contrabass,22,0.012450481041312961
2,1767,DistortionGuitar,18,0.010186757215619695
2,1767,DrawbarOrgan,14,0.00792303338992643
2,1767,Dulcimer,18,0.010186757215619695
2,1767,ElectricBass(finger),19,0.010752688172043012
2,1767,ElectricBass(pick),14,0.00792303338992643
2,1767,ElectricGrandPiano,23,0.013016411997736278
2,1767,ElectricGuitar(clean),22,0.012450481041312961
2,1767,ElectricGuitar(jazz),22,0.012450481041312961
2,1767,ElectricGuitar(muted),19,0.010752688172043012
2,1767,ElectricPiano1,16,0.009054895302773062
2,1767,ElectricPiano2,12,0.006791171477079796
2,1767,EnglishHorn,26,0.014714204867006225
2,1767,Fiddle,23,0.013016411997736278
2,1767,Flute,23,0.013016411997736278
2,1767,FrenchHorn,31,0.01754385964912281
2,1767,FretlessBass,20,0.011318619128466328
2,1767,Harpsichord,23,0.013016411997736278
2,1767,Honky-tonkPiano,15,0.008488964346349746
2,1767,Kalimba,16,0.009054895302773062
2,1767,Koto,22,0.012450481041312961
2,1767,Lead1(square),21,0.011884550084889645
2,1767,Lead2(sawtooth),20,0.011318619128466328
2,1767,Lead3(calliope),19,0.010752688172043012
2,1767,Lead4(chiff),16,0.009054895302773062
2,1767,Lead5(charang),18,0.010186757215619695
2,1767,Lead6(voice),20,0.011318619128466328
2,1767,Lead8(bass+lead),18,0.010186757215619695
2,1767,Marimba,23,0.013016411997736278
2,1767,MusicBox,22,0.012450481041312961
2,1767,MutedTrumpet,19,0.010752688172043012
2,1767,Oboe,22,0.012450481041312961
2,1767,Ocarina,15,0.008488964346349746
2,1767,OrchestralHarp,22,0.012450481041312961
2,1767,OverdrivenGuitar,14,0.00792303338992643
2,1767,Pad1(newage),16,0.009054895302773062
2,1767,Pad2(warm),19,0.010752688172043012
2,1767,Pad3(polysynth),21,0.011884550084889645
2,1767,Pad4(choir),19,0.010752688172043012
2,1767,Pad5(bowed),14,0.00792303338992643
2,1767,Pad6(metallic),19,0.010752688172043012
2,1767,Pad7(halo),22,0.012450481041312961
2,1767,Pad8(sweep),18,0.010186757215619695
2,1767,PanFlute,24,0.013582342954159592
2,1767,PercussiveOrgan,17,0.009620826259196379
2,1767,Piccolo,18,0.010186757215619695
2,1767,PizzicatoStrings,22,0.012450481041312961
2,1767,Recorder,20,0.011318619128466328
2,1767,ReedOrgan,22,0.012450481041312961
2,1767,RockOrgan,21,0.011884550084889645
2,1767,Shamisen,23,0.013016411997736278
2,1767,Shanai,24,0.013582342954159592
2,1767,Sitar,16,0.009054895302773062
2,1767,SlapBass1,19,0.010752688172043012
2,1767,SlapBass2,14,0.00792303338992643
2,1767,SopranoSax,18,0.010186757215619695
2,1767,StringEnsemble1,23,0.013016411997736278
2,1767,StringEnsemble2,17,0.009620826259196379
2,1767,SynthBass1,22,0.012450481041312961
2,1767,SynthBass2,20,0.011318619128466328
2,1767,SynthBrass1,23,0.013016411997736278
2,1767,SynthBrass2,16,0.009054895302773062
2,1767,SynthStrings1,20,0.011318619128466328
2,1767,SynthStrings2,18,0.010186757215619695
2,1767,SynthVoice,16,0.009054895302773062
2,1767,TenorSax,19,0.010752688172043012
2,1767,TremoloStrings,16,0.009054895302773062
2,1767,Trombone,30,0.01697792869269949
2,1767,Trumpet,17,0.009620826259196379
2,1767,Tuba,18,0.010186757215619695
2,1767,Vibraphone,22,0.012450481041312961
2,1767,Viola,17,0.009620826259196379
2,1767,Violin,24,0.013582342954159592
2,1767,VoiceOohs,20,0.011318619128466328
2,1767,Xylophone,12,0.006791171477079796
3,1767,AcousticBass,23,0.013016411997736278
3,1767,AcousticGrandPiano,13,0.007357102433503113
3,1767,AcousticGuitar(nylon),11,0.0062252405206564805
3,1767,AcousticGuitar(steel),14,0.00792303338992643
3,1767,AltoSax,24,0.013582342954159592
3,1767,Bagpipe,10,0.005659309564233164
3,1767,Banjo,20,0.011318619128466328
3,1767,BaritoneSax,22,0.012450481041312961
3,1767,Bassoon,20,0.011318619128466328
3,1767,BlownBottle,13,0.007357102433503113
3,1767,BrassSection,21,0.011884550084889645
3,1767,BrightAcousticPiano,11,0.0062252405206564805
3,1767,Cello,19,0.010752688172043012
3,1767,ChoirAahs,22,0.012450481041312961
3,1767,ChurchOrgan,28,0.01584606677985286
3,1767,Clarinet,23,0.013016411997736278
3,1767,Clavinet,20,0.011318619128466328
3,1767,Contrabass,17,0.009620826259196379
3,1767,DistortionGuitar,14,0.00792303338992643
3,1767,DrawbarOrgan,19,0.010752688172043012
3,1767,Dulcimer,25,0.014148273910582909
3,1767,ElectricBass(finger),21,0.011884550084889645
3,1767,ElectricBass(pick),21,0.011884550084889645
3,1767,ElectricGrandPiano,14,0.00792303338992643
3,1767,ElectricGuitar(clean),20,0.011318619128466328
3,1767,ElectricGuitar(jazz),18,0.010186757215619695
3,1767,ElectricGuitar(muted),22,0.012450481041312961
3,1767,ElectricPiano1,16,0.009054895302773062
3,1767,ElectricPiano2,17,0.009620826259196379
3,1767,EnglishHorn,15,0.008488964346349746
3,1767,Fiddle,18,0.010186757215619695
3,1767,Flute,19,0.010752688172043012
3,1767,FrenchHorn,24,0.013582342954159592
3,1767,FretlessBass,26,0.014714204867006225
3,1767,Harpsichord,20,0.011318619128466328
3,1767,Honky-tonkPiano,19,0.010752688172043012
3,1767,Kalimba,26,0.014714204867006225
3,1767,Koto,20,0.011318619128466328
3,1767,Lead1(square),27,0.015280135823429542
3,1767,Lead2(sawtooth),18,0.010186757215619695
3,1767,Lead3(calliope),19,0.010752688172043012
3,1767,Lead4(chiff),22,0.012450481041312961
3,1767,Lead5(charang),20,0.011318619128466328
3,1767,Lead6(voice),25,0.014148273910582909
3,1767,Lead8(bass+lead),18,0.010186757215619695
3,1767,Marimba,17,0.009620826259196379
3,1767,MusicBox,17,0.009620826259196379
3,1767,MutedTrumpet,12,0.006791171477079796
3,1767,Oboe,26,0.014714204867006225
3,1767,Ocarina,17,0.009620826259196379
3,1767,OrchestralHarp,17,0.009620826259196379
3,1767,OverdrivenGuitar,22,0.012450481041312961
3,1767,Pad1(newage),15,0.008488964346349746
3,1767,Pad2(warm),23,0.013016411997736278
3,1767,Pad3(polysynth),19,0.010752688172043012
3,1767,Pad4(choir),28,0.01584606677985286
3,1767,Pad5(bowed),18,0.010186757215619695
3,1767,Pad6(metallic),14,0.00792303338992643
3,1767,Pad7(halo),15,0.008488964346349746
3,1767,Pad8(sweep),17,0.009620826259196379
3,1767,PanFlute,16,0.009054895302773062
3,1767,PercussiveOrgan,23,0.013016411997736278
3,1767,Piccolo,19,0.010752688172043012
3,1767,PizzicatoStrings,16,0.009054895302773062
3,1767,Recorder,20,0.011318619128466328
3,1767,ReedOrgan,19,0.010752688172043012
3,1767,RockOrgan,20,0.011318619128466328
3,1767,Shamisen,17,0.009620826259196379
3,1767,Shanai,17,0.009620826259196379
3,1767,Sitar,28,0.01584606677985286
3,1767,SlapBass1,17,0.009620826259196379
3,1767,SlapBass2,16,0.009054895302773062
3,1767,SopranoSax,19,0.010752688172043012
3,1767,StringEnsemble1,22,0.012450481041312961
3,1767,StringEnsemble2,20,0.011318619128466328
3,1767,SynthBass1,18,0.010186757215619695
3,1767,SynthBass2,15,0.008488964346349746
3,1767,SynthBrass1,30,0.01697792869269949
3,1767,SynthBrass2,21,0.011884550084889645
3,1767,SynthStrings1,20,0.011318619128466328
3,1767,SynthStrings2,12,0.006791171477079796
3,1767,SynthVoice,20,0.011318619128466328
3,1767,TenorSax,18,0.010186757215619695
3,1767,TremoloStrings,20,0.011318619128466328
3,1767,Trombone,16,0.009054895302773062
3,1767,Trumpet,14,0.00792303338992643
3,1767,Tuba,23,0.013016411997736278
3,1767,Vibraphone,17,0.009620826259196379
3,1767,Viola,34,0.019241652518392757
3,1767,Violin,16,0.009054895302773062
3,1767,VoiceOohs,20,0.011318619128466328
3,1767,Xylophone,13,0.007357102433503113
4,1767,AcousticBass,14,0.00792303338992643
4,1767,AcousticGrandPiano,21,0.011884550084889645
4,1767,AcousticGuitar(nylon),23,0.013016411997736278
4,1767,AcousticGuitar(steel),12,0.006791171477079796
4,1767,AltoSax,15,0.008488964346349746
4,1767,Bagpipe,16,0.009054895302773062
4,1767,Banjo,18,0.010186757215619695
4,1767,BaritoneSax,16,0.009054895302773062
4,1767,Bassoon,18,0.010186757215619695
4,1767,BlownBottle,11,0.0062252405206564805
4,1767,BrassSection,14,0.00792303338992643
4,1767,BrightAcousticPiano,14,0.00792303338992643
4,1767,Cello,25,0.014148273910582909
4,1767,ChoirAahs,14,0.00792303338992643
4,1767,ChurchOrgan,17,0.009620826259196379
4,1767,Clarinet,22,0.012450481041312961
4,1767,Clavinet,19,0.010752688172043012
4,1767,Contrabass,8,0.004527447651386531
4,1767,DistortionGuitar,25,0.014148273910582909
4,1767,DrawbarOrgan,21,0.011884550084889645
4,1767,Dulcimer,15,0.008488964346349746
4,1767,ElectricBass(finger),16,0.009054895302773062
4,1767,ElectricBass(pick),15,0.008488964346349746
4,1767,ElectricGrandPiano,17,0.009620826259196379
4,1767,ElectricGuitar(clean),19,0.010752688172043012
4,1767,ElectricGuitar(jazz),28,0.01584606677985286
4,1767,ElectricGuitar(muted),20,0.011318619128466328
4,1767,ElectricPiano1,12,0.006791171477079796
4,1767,ElectricPiano2,24,0.013582342954159592
4,1767,EnglishHorn,19,0.010752688172043012
4,1767,Fiddle,18,0.010186757215619695
4,1767,Flute,15,0.008488964346349746
4,1767,FrenchHorn,21,0.011884550084889645
4,1767,FretlessBass,18,0.010186757215619695
4,1767,Harpsichord,22,0.012450481041312961
4,1767,Honky-tonkPiano,19,0.010752688172043012
4,1767,Kalimba,25,0.014148273910582909
4,1767,Koto,22,0.012450481041312961
4,1767,Lead1(square),19,0.010752688172043012
4,1767,Lead2(sawtooth),17,0.009620826259196379
4,1767,Lead3(calliope),22,0.012450481041312961
4,1767,Lead4(chiff),12,0.006791171477079796
4,1767,Lead5(charang),18,0.010186757215619695
4,1767,Lead6(voice),18,0.010186757215619695
4,1767,Lead8(bass+lead),24,0.013582342954159592
4,1767,Marimba,19,0.010752688172043012
4,1767,MusicBox,18,0.010186757215619695
4,1767,MutedTrumpet,19,0.010752688172043012
4,1767,Oboe,19,0.010752688172043012
4,1767,Ocarina,22,0.012450481041312961
4,1767,OrchestralHarp,25,0.014148273910582909
4,1767,OverdrivenGuitar,18,0.010186757215619695
4,1767,Pad1(newage),21,0.011884550084889645
4,1767,Pad2(warm),22,0.012450481041312961
4,1767,Pad3(polysynth),11,0.0062252405206564805
4,1767,Pad4(choir),18,0.010186757215619695
4,1767,Pad5(bowed),19,0.010752688172043012
4,1767,Pad6(metallic),21,0.011884550084889645
4,1767,Pad7(halo),18,0.010186757215619695
4,1767,Pad8(sweep),24,0.013582342954159592
4,1767,PanFlute,28,0.01584606677985286
4,1767,PercussiveOrgan,21,0.011884550084889645
4,1767,Piccolo,22,0.012450481041312961
4,1767,PizzicatoStrings,22,0.012450481041312961
4,1767,Recorder,17,0.009620826259196379
4,1767,ReedOrgan,18,0.010186757215619695
4,1767,RockOrgan,20,0.011318619128466328
4,1767,Shamisen,20,0.011318619128466328
4,1767,Shanai,20,0.011318619128466328
4,1767,Sitar,18,0.010186757215619695
4,1767,SlapBass1,20,0.011318619128466328
4,1767,SlapBass2,28,0.01584606677985286
4,1767,SopranoSax,24,0.013582342954159592
4,1767,StringEnsemble1,21,0.011884550084889645
4,1767,StringEnsemble2,14,0.00792303338992643
4,1767,SynthBass1,20,0.011318619128466328
4,1767,SynthBass2,24,0.013582342954159592
4,1767,SynthBrass1,18,0.010186757215619695
4,1767,SynthBrass2,26,0.014714204867006225
4,1767,SynthStrings1,20,0.011318619128466328
4,1767,SynthStrings2,24,0.013582342954159592
4,1767,SynthVoice,19,0.010752688172043012
4,1767,TenorSax,26,0.014714204867006225
4,1767,TremoloStrings,13,0.007357102433503113
4,1767,Trombone,27,0.015280135823429542
4,1767,Trumpet,16,0.009054895302773062
4,1767,Tuba,11,0.0062252405206564805
4,1767,Vibraphone,20,0.011318619128466328
4,1767,Viola,26,0.014714204867006225
4,1767,Violin,20,0.011318619128466328
4,1767,VoiceOohs,13,0.007357102433503113
4,1767,Xylophone,19,0.010752688172043012
5,1767,AcousticBass,26,0.014714204867006225
5,1767,AcousticGrandPiano,14,0.00792303338992643
5,1767,AcousticGuitar(nylon),22,0.012450481041312961
5,1767,AcousticGuitar(steel),21,0.011884550084889645
5,1767,AltoSax,23,0.013016411997736278
5,1767,Bagpipe,14,0.00792303338992643
5,1767,Banjo,24,0.013582342954159592
5,1767,BaritoneSax,23,0.013016411997736278
5,1767,Bassoon,17,0.009620826259196379
5,1767,BlownBottle,26,0.014714204867006225
5,1767,BrassSection,16,0.009054895302773062
5,1767,BrightAcousticPiano,19,0.010752688172043012
5,1767,Cello,13,0.007357102433503113
5,1767,ChoirAahs,16,0.009054895302773062
5,1767,ChurchOrgan,18,0.010186757215619695
5,1767,Clarinet,18,0.010186757215619695
5,1767,Clavinet,27,0.015280135823429542
5,1767,Contrabass,22,0.012450481041312961
5,1767,DistortionGuitar,19,0.010752688172043012
5,1767,DrawbarOrgan,24,0.013582342954159592
5,1767,Dulcimer,17,0.009620826259196379
5,1767,ElectricBass(finger),20,0.011318619128466328
5,1767,ElectricBass(pick),20,0.011318619128466328
5,1767,ElectricGrandPiano,16,0.009054895302773062
5,1767,ElectricGuitar(clean),15,0.008488964346349746
5,1767,ElectricGuitar(jazz),16,0.009054895302773062
5,1767,ElectricGuitar(muted),19,0.010752688172043012
5,1767,ElectricPiano1,20,0.011318619128466328
5,1767,ElectricPiano2,19,0.010752688172043012
5,1767,EnglishHorn,15,0.008488964346349746
5,1767,Fiddle,20,0.011318619128466328
5,1767,Flute,26,0.014714204867006225
5,1767,FrenchHorn,26,0.014714204867006225
5,1767,FretlessBass,22,0.012450481041312961
5,1767,Harpsichord,20,0.011318619128466328
5,1767,Honky-tonkPiano,24,0.013582342954159592
5,1767,Kalimba,18,0.010186757215619695
5,1767,Koto,9,0.0050933786078098476
5,1767,Lead1(square),16,0.009054895302773062
5,1767,Lead2(sawtooth),15,0.008488964346349746
5,1767,Lead3(calliope),23,0.013016411997736278
5,1767,Lead4(chiff),17,0.009620826259196379
5,1767,Lead5(charang),12,0.006791171477079796
5,1767,Lead6(voice),22,0.012450481041312961
5,1767,Lead8(bass+lead),18,0.010186757215619695
5,1767,Marimba,29,0.016411997736276177
5,1767,MusicBox,19,0.010752688172043012
5,1767,MutedTrumpet,22,0.012450481041312961
5,1767,Oboe,13,0.007357102433503113
5,1767,Ocarina,17,0.009620826259196379
5,1767,OrchestralHarp,16,0.009054895302773062
5,1767,OverdrivenGuitar,19,0.010752688172043012
5,1767,Pad1(newage),22,0.012450481041312961
5,1767,Pad2(warm),19,0.010752688172043012
5,1767,Pad3(polysynth),18,0.010186757215619695
5,1767,Pad4(choir),14,0.00792303338992643
5,1767,Pad5(bowed),22,0.012450481041312961
5,1767,Pad6(metallic),29,0.016411997736276177
5,1767,Pad7(halo),25,0.014148273910582909
5,1767,Pad8(sweep),18,0.010186757215619695
5,1767,PanFlute,16,0.009054895302773062
5,1767,PercussiveOrgan,19,0.010752688172043012
5,1767,Piccolo,17,0.009620826259196379
5,1767,PizzicatoStrings,18,0.010186757215619695
5,1767,Recorder,12,0.006791171477079796
5,1767,ReedOrgan,21,0.011884550084889645
5,1767,RockOrgan,14,0.00792303338992643
5,1767,Shamisen,18,0.010186757215619695
5,1767,Shanai,16,0.009054895302773062
5,1767,Sitar,26,0.014714204867006225
5,1767,SlapBass1,23,0.013016411997736278
5,1767,SlapBass2,17,0.009620826259196379
5,1767,SopranoSax,18,0.010186757215619695
5,1767,StringEnsemble1,24,0.013582342954159592
5,1767,StringEnsemble2,14,0.00792303338992643
5,1767,SynthBass1,24,0.013582342954159592
5,1767,SynthBass2,21,0.011884550084889645
5,1767,SynthBrass1,18,0.010186757215619695
5,1767,SynthBrass2,24,0.013582342954159592
5,1767,SynthStrings1,22,0.012450481041312961
5,1767,SynthStrings2,20,0.011318619128466328
5,1767,SynthVoice,19,0.010752688172043012
5,1767,TenorSax,14,0.00792303338992643
5,1767,TremoloStrings,18,0.010186757215619695
5,1767,Trombone,18,0.010186757215619695
5,1767,Trumpet,24,0.013582342954159592
5,1767,Tuba,22,0.012450481041312961
5,1767,Vibraphone,19,0.010752688172043012
5,1767,Viola,11,0.0062252405206564805
5,1767,Violin,16,0.009054895302773062
5,1767,VoiceOohs,13,0.007357102433503113
5,1767,Xylophone,22,0.012450481041312961
6,1767,AcousticBass,27,0.015280135823429542
6,1767,AcousticGrandPiano,20,0.011318619128466328
6,1767,AcousticGuitar(nylon),19,0.010752688172043012
6,1767,AcousticGuitar(steel),14,0.00792303338992643
