fold,fold_count,sub_prog,count,proportion
11,1325,maj-e_2-1145-s_S,56,0.04226415094339622
11,1325,maj-e_2-1145-s_T,55,0.04150943396226415
11,1325,maj-e_2-1251-s_N,56,0.04226415094339622
11,1325,maj-e_2-1251-s_S,55,0.04150943396226415
11,1325,maj-e_2-1251-s_T,55,0.04150943396226415
11,1325,maj-e_2-1365-s_N,55,0.04150943396226415
11,1325,maj-e_2-1365-s_S,55,0.04150943396226415
11,1325,maj-e_2-1365-s_T,55,0.04150943396226415
11,1325,maj-e_2-1625-s_N,55,0.04150943396226415
11,1325,maj-e_2-1625-s_S,55,0.04150943396226415
11,1325,maj-e_2-1625-s_T,56,0.04226415094339622
11,1325,min-e_2-1145-s_N,55,0.04150943396226415
11,1325,min-e_2-1145-s_S,55,0.04150943396226415
11,1325,min-e_2-1145-s_T,55,0.04150943396226415
11,1325,min-e_2-1251-s_N,55,0.04150943396226415
11,1325,min-e_2-1251-s_S,55,0.04150943396226415
11,1325,min-e_2-1251-s_T,56,0.04226415094339622
11,1325,min-e_2-1365-s_N,55,0.04150943396226415
11,1325,min-e_2-1365-s_S,56,0.04226415094339622
11,1325,min-e_2-1365-s_T,55,0.04150943396226415
11,1325,min-e_2-1625-s_N,55,0.04150943396226415
11,1325,min-e_2-1625-s_S,55,0.04150943396226415
11,1325,min-e_2-1625-s_T,55,0.04150943396226415
12,1325,maj-e_2-1145-s_N,55,0.04150943396226415
12,1325,maj-e_2-1145-s_S,56,0.04226415094339622
12,1325,maj-e_2-1145-s_T,55,0.04150943396226415
12,1325,maj-e_2-1251-s_N,56,0.04226415094339622
12,1325,maj-e_2-1251-s_S,55,0.04150943396226415
12,1325,maj-e_2-1251-s_T,55,0.04150943396226415
12,1325,maj-e_2-1365-s_N,55,0.04150943396226415
12,1325,maj-e_2-1365-s_S,55,0.04150943396226415
12,1325,maj-e_2-1365-s_T,55,0.04150943396226415
12,1325,maj-e_2-1625-s_N,55,0.04150943396226415
12,1325,maj-e_2-1625-s_S,55,0.04150943396226415
12,1325,maj-e_2-1625-s_T,56,0.04226415094339622
12,1325,min-e_2-1145-s_N,55,0.04150943396226415
12,1325,min-e_2-1145-s_S,55,0.04150943396226415
12,1325,min-e_2-1145-s_T,55,0.04150943396226415
12,1325,min-e_2-1251-s_N,55,0.04150943396226415
12,1325,min-e_2-1251-s_S,55,0.04150943396226415
12,1325,min-e_2-1251-s_T,56,0.04226415094339622
12,1325,min-e_2-1365-s_N,55,0.04150943396226415
12,1325,min-e_2-1365-s_S,56,0.04226415094339622
12,1325,min-e_2-1365-s_T,55,0.04150943396226415
12,1325,min-e_2-1625-s_N,55,0.04150943396226415
12,1325,min-e_2-1625-s_S,55,0.04150943396226415
12,1325,min-e_2-1625-s_T,55,0.04150943396226415
13,1325,maj-e_2-1145-s_N,55,0.04150943396226415
13,1325,maj-e_2-1145-s_S,55,0.04150943396226415
13,1325,maj-e_2-1145-s_T,56,0.04226415094339622
13,1325,maj-e_2-1251-s_N,55,0.04150943396226415
13,1325,maj-e_2-1251-s_S,56,0.04226415094339622
13,1325,maj-e_2-1251-s_T,55,0.04150943396226415
13,1325,maj-e_2-1365-s_N,56,0.04226415094339622
13,1325,maj-e_2-1365-s_S,55,0.04150943396226415
13,1325,maj-e_2-1365-s_T,55,0.04150943396226415
13,1325,maj-e_2-1625-s_N,55,0.04150943396226415
13,1325,maj-e_2-1625-s_S,55,0.04150943396226415
13,1325,maj-e_2-1625-s_T,55,0.04150943396226415
13,1325,min-e_2-1145-s_N,55,0.04150943396226415
13,1325,min-e_2-1145-s_S,55,0.04150943396226415
13,1325,min-e_2-1145-s_T,55,0.04150943396226415
13,1325,min-e_2-1251-s_N,55,0.04150943396226415
13,1325,min-e_2-1251-s_S,55,0.04150943396226415
13,1325,min-e_2-1251-s_T,55,0.04150943396226415
13,1325,min-e_2-1365-s_N,55,0.04150943396226415
13,1325,min-e_2-1365-s_S,55,0.04150943396226415
13,1325,min-e_2-1365-s_T,56,0.04226415094339622
13,1325,min-e_2-1625-s_N,56,0.04226415094339622
13,1325,min-e_2-1625-s_S,55,0.04150943396226415
13,1325,min-e_2-1625-s_T,55,0.04150943396226415
14,1325,maj-e_2-1145-s_N,55,0.04150943396226415
14,1325,maj-e_2-1145-s_S,55,0.04150943396226415
14,1325,maj-e_2-1145-s_T,56,0.04226415094339622
14,1325,maj-e_2-1251-s_N,55,0.04150943396226415
14,1325,maj-e_2-1251-s_S,56,0.04226415094339622
14,1325,maj-e_2-1251-s_T,55,0.04150943396226415
14,1325,maj-e_2-1365-s_N,56,0.04226415094339622
14,1325,maj-e_2-1365-s_S,55,0.04150943396226415
14,1325,maj-e_2-1365-s_T,55,0.04150943396226415
14,1325,maj-e_2-1625-s_N,55,0.04150943396226415
14,1325,maj-e_2-1625-s_S,55,0.04150943396226415
14,1325,maj-e_2-1625-s_T,55,0.04150943396226415
14,1325,min-e_2-1145-s_N,55,0.04150943396226415
14,1325,min-e_2-1145-s_S,55,0.04150943396226415
14,1325,min-e_2-1145-s_T,55,0.04150943396226415
14,1325,min-e_2-1251-s_N,55,0.04150943396226415
14,1325,min-e_2-1251-s_S,55,0.04150943396226415
14,1325,min-e_2-1251-s_T,55,0.04150943396226415
14,1325,min-e_2-1365-s_N,55,0.04150943396226415
14,1325,min-e_2-1365-s_S,55,0.04150943396226415
14,1325,min-e_2-1365-s_T,56,0.04226415094339622
14,1325,min-e_2-1625-s_N,56,0.04226415094339622
14,1325,min-e_2-1625-s_S,55,0.04150943396226415
14,1325,min-e_2-1625-s_T,55,0.04150943396226415
15,1325,maj-e_2-1145-s_N,55,0.04150943396226415
15,1325,maj-e_2-1145-s_S,55,0.04150943396226415
15,1325,maj-e_2-1145-s_T,56,0.04226415094339622
15,1325,maj-e_2-1251-s_N,55,0.04150943396226415
15,1325,maj-e_2-1251-s_S,56,0.04226415094339622
15,1325,maj-e_2-1251-s_T,55,0.04150943396226415
15,1325,maj-e_2-1365-s_N,56,0.04226415094339622
15,1325,maj-e_2-1365-s_S,55,0.04150943396226415
15,1325,maj-e_2-1365-s_T,55,0.04150943396226415
15,1325,maj-e_2-1625-s_N,55,0.04150943396226415
15,1325,maj-e_2-1625-s_S,55,0.04150943396226415
15,1325,maj-e_2-1625-s_T,55,0.04150943396226415
15,1325,min-e_2-1145-s_N,55,0.04150943396226415
15,1325,min-e_2-1145-s_S,55,0.04150943396226415
15,1325,min-e_2-1145-s_T,55,0.04150943396226415
15,1325,min-e_2-1251-s_N,55,0.04150943396226415
15,1325,min-e_2-1251-s_S,55,0.04150943396226415
15,1325,min-e_2-1251-s_T,55,0.04150943396226415
15,1325,min-e_2-1365-s_N,55,0.04150943396226415
15,1325,min-e_2-1365-s_S,55,0.04150943396226415
15,1325,min-e_2-1365-s_T,56,0.04226415094339622
15,1325,min-e_2-1625-s_N,56,0.04226415094339622
15,1325,min-e_2-1625-s_S,55,0.04150943396226415
15,1325,min-e_2-1625-s_T,55,0.04150943396226415
16,1325,maj-e_2-1145-s_N,55,0.04150943396226415
16,1325,maj-e_2-1145-s_S,55,0.04150943396226415
16,1325,maj-e_2-1145-s_T,56,0.04226415094339622
16,1325,maj-e_2-1251-s_N,55,0.04150943396226415
16,1325,maj-e_2-1251-s_S,56,0.04226415094339622
16,1325,maj-e_2-1251-s_T,55,0.04150943396226415
16,1325,maj-e_2-1365-s_N,56,0.04226415094339622
16,1325,maj-e_2-1365-s_S,55,0.04150943396226415
16,1325,maj-e_2-1365-s_T,55,0.04150943396226415
16,1325,maj-e_2-1625-s_N,55,0.04150943396226415
16,1325,maj-e_2-1625-s_S,55,0.04150943396226415
16,1325,maj-e_2-1625-s_T,55,0.04150943396226415
16,1325,min-e_2-1145-s_N,55,0.04150943396226415
16,1325,min-e_2-1145-s_S,55,0.04150943396226415
16,1325,min-e_2-1145-s_T,55,0.04150943396226415
16,1325,min-e_2-1251-s_N,55,0.04150943396226415
16,1325,min-e_2-1251-s_S,55,0.04150943396226415
16,1325,min-e_2-1251-s_T,55,0.04150943396226415
16,1325,min-e_2-1365-s_N,55,0.04150943396226415
16,1325,min-e_2-1365-s_S,55,0.04150943396226415
16,1325,min-e_2-1365-s_T,56,0.04226415094339622
16,1325,min-e_2-1625-s_N,56,0.04226415094339622
16,1325,min-e_2-1625-s_S,55,0.04150943396226415
16,1325,min-e_2-1625-s_T,55,0.04150943396226415
17,1324,maj-e_2-1145-s_N,55,0.04154078549848943
17,1324,maj-e_2-1145-s_S,55,0.04154078549848943
17,1324,maj-e_2-1145-s_T,55,0.04154078549848943
17,1324,maj-e_2-1251-s_N,55,0.04154078549848943
17,1324,maj-e_2-1251-s_S,55,0.04154078549848943
17,1324,maj-e_2-1251-s_T,56,0.04229607250755287
17,1324,maj-e_2-1365-s_N,55,0.04154078549848943
17,1324,maj-e_2-1365-s_S,56,0.04229607250755287
17,1324,maj-e_2-1365-s_T,55,0.04154078549848943
17,1324,maj-e_2-1625-s_N,55,0.04154078549848943
17,1324,maj-e_2-1625-s_S,55,0.04154078549848943
17,1324,maj-e_2-1625-s_T,55,0.04154078549848943
17,1324,min-e_2-1145-s_N,56,0.04229607250755287
17,1324,min-e_2-1145-s_S,55,0.04154078549848943
17,1324,min-e_2-1145-s_T,55,0.04154078549848943
17,1324,min-e_2-1251-s_N,55,0.04154078549848943
17,1324,min-e_2-1251-s_S,55,0.04154078549848943
17,1324,min-e_2-1251-s_T,55,0.04154078549848943
17,1324,min-e_2-1365-s_N,55,0.04154078549848943
17,1324,min-e_2-1365-s_S,55,0.04154078549848943
17,1324,min-e_2-1365-s_T,55,0.04154078549848943
17,1324,min-e_2-1625-s_N,55,0.04154078549848943
17,1324,min-e_2-1625-s_S,56,0.04229607250755287
17,1324,min-e_2-1625-s_T,55,0.04154078549848943
18,1324,maj-e_2-1145-s_N,55,0.04154078549848943
18,1324,maj-e_2-1145-s_S,55,0.04154078549848943
18,1324,maj-e_2-1145-s_T,55,0.04154078549848943
18,1324,maj-e_2-1251-s_N,55,0.04154078549848943
18,1324,maj-e_2-1251-s_S,55,0.04154078549848943
18,1324,maj-e_2-1251-s_T,56,0.04229607250755287
18,1324,maj-e_2-1365-s_N,55,0.04154078549848943
18,1324,maj-e_2-1365-s_S,56,0.04229607250755287
18,1324,maj-e_2-1365-s_T,55,0.04154078549848943
18,1324,maj-e_2-1625-s_N,55,0.04154078549848943
18,1324,maj-e_2-1625-s_S,55,0.04154078549848943
18,1324,maj-e_2-1625-s_T,55,0.04154078549848943
18,1324,min-e_2-1145-s_N,56,0.04229607250755287
18,1324,min-e_2-1145-s_S,55,0.04154078549848943
18,1324,min-e_2-1145-s_T,55,0.04154078549848943
18,1324,min-e_2-1251-s_N,55,0.04154078549848943
18,1324,min-e_2-1251-s_S,55,0.04154078549848943
18,1324,min-e_2-1251-s_T,55,0.04154078549848943
18,1324,min-e_2-1365-s_N,55,0.04154078549848943
18,1324,min-e_2-1365-s_S,55,0.04154078549848943
18,1324,min-e_2-1365-s_T,55,0.04154078549848943
18,1324,min-e_2-1625-s_N,55,0.04154078549848943
18,1324,min-e_2-1625-s_S,56,0.04229607250755287
18,1324,min-e_2-1625-s_T,55,0.04154078549848943
19,1324,maj-e_2-1145-s_N,55,0.04154078549848943
19,1324,maj-e_2-1145-s_S,55,0.04154078549848943
19,1324,maj-e_2-1145-s_T,55,0.04154078549848943
19,1324,maj-e_2-1251-s_N,55,0.04154078549848943
19,1324,maj-e_2-1251-s_S,55,0.04154078549848943
19,1324,maj-e_2-1251-s_T,56,0.04229607250755287
19,1324,maj-e_2-1365-s_N,55,0.04154078549848943
19,1324,maj-e_2-1365-s_S,56,0.04229607250755287
19,1324,maj-e_2-1365-s_T,55,0.04154078549848943
19,1324,maj-e_2-1625-s_N,55,0.04154078549848943
19,1324,maj-e_2-1625-s_S,55,0.04154078549848943
19,1324,maj-e_2-1625-s_T,55,0.04154078549848943
19,1324,min-e_2-1145-s_N,56,0.04229607250755287
19,1324,min-e_2-1145-s_S,55,0.04154078549848943
19,1324,min-e_2-1145-s_T,55,0.04154078549848943
19,1324,min-e_2-1251-s_N,55,0.04154078549848943
19,1324,min-e_2-1251-s_S,55,0.04154078549848943
19,1324,min-e_2-1251-s_T,55,0.04154078549848943
19,1324,min-e_2-1365-s_N,55,0.04154078549848943
19,1324,min-e_2-1365-s_S,55,0.04154078549848943
19,1324,min-e_2-1365-s_T,55,0.04154078549848943
19,1324,min-e_2-1625-s_N,55,0.04154078549848943
19,1324,min-e_2-1625-s_S,56,0.04229607250755287
19,1324,min-e_2-1625-s_T,55,0.04154078549848943
20,1324,maj-e_2-1145-s_N,55,0.04154078549848943
20,1324,maj-e_2-1145-s_S,55,0.04154078549848943
20,1324,maj-e_2-1145-s_T,55,0.04154078549848943
20,1324,maj-e_2-1251-s_N,55,0.04154078549848943
20,1324,maj-e_2-1251-s_S,55,0.04154078549848943
20,1324,maj-e_2-1251-s_T,56,0.04229607250755287
20,1324,maj-e_2-1365-s_N,55,0.04154078549848943
20,1324,maj-e_2-1365-s_S,56,0.04229607250755287
20,1324,maj-e_2-1365-s_T,55,0.04154078549848943
20,1324,maj-e_2-1625-s_N,55,0.04154078549848943
20,1324,maj-e_2-1625-s_S,55,0.04154078549848943
20,1324,maj-e_2-1625-s_T,55,0.04154078549848943
20,1324,min-e_2-1145-s_N,56,0.04229607250755287
20,1324,min-e_2-1145-s_S,55,0.04154078549848943
20,1324,min-e_2-1145-s_T,55,0.04154078549848943
20,1324,min-e_2-1251-s_N,55,0.04154078549848943
20,1324,min-e_2-1251-s_S,55,0.04154078549848943
20,1324,min-e_2-1251-s_T,55,0.04154078549848943
20,1324,min-e_2-1365-s_N,55,0.04154078549848943
20,1324,min-e_2-1365-s_S,55,0.04154078549848943
20,1324,min-e_2-1365-s_T,55,0.04154078549848943
20,1324,min-e_2-1625-s_N,55,0.04154078549848943
20,1324,min-e_2-1625-s_S,56,0.04229607250755287
20,1324,min-e_2-1625-s_T,55,0.04154078549848943
